ID,adj.P.Val,P.Value,t,B,logFC,Gene,Genetitle
179_at,3.25E-06,6.20E-08,-6.482005,8.16189,-0.5854719,DTX2P1-UPK3BP1-PMS2P11,"DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene"
36104_at,3.25E-06,6.24E-08,6.480467,8.15684,1.0401952,UQCRHL///UQCRH,ubiquinol-cytochrome c reductase hinge protein like///ubiquinol-cytochrome c reductase hinge protein
38380_at,3.25E-06,6.25E-08,6.479667,8.15422,0.7300777,POP4,"POP4 homolog, ribonuclease P/MRP subunit"
37790_at,3.32E-06,6.42E-08,-6.471933,8.12885,-0.6166893,VENTX,VENT homeobox
40188_f_at,3.34E-06,6.48E-08,-6.469181,8.11982,-0.8523244,,
37726_at,3.38E-06,6.59E-08,6.464514,8.10451,1.2413694,MRPL3,mitochondrial ribosomal protein L3
39237_at,3.38E-06,6.62E-08,-6.462827,8.09897,-0.6409143,MAPKAPK3,mitogen-activated protein kinase-activated protein kinase 3
34783_s_at,3.38E-06,6.64E-08,6.462054,8.09644,0.7976603,BUB3,"BUB3, mitotic checkpoint protein"
36445_at,3.43E-06,6.79E-08,-6.455702,8.0756,-0.460787,CCL23,C-C motif chemokine ligand 23
37052_at,3.43E-06,6.79E-08,-6.455549,8.0751,-0.5882984,DGKG,diacylglycerol kinase gamma
31899_at,3.45E-06,6.87E-08,6.452323,8.06452,0.9035107,EMC2,ER membrane protein complex subunit 2
40223_r_at,3.46E-06,6.91E-08,-6.450354,8.05806,-0.6130145,SBF1,SET binding factor 1
37834_at,3.46E-06,6.94E-08,-6.449242,8.05441,-0.4059899,DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B
31759_at,3.53E-06,7.11E-08,-6.442098,8.03097,-0.5341202,SAG,S-antigen visual arrestin
40703_at,3.64E-06,7.35E-08,-6.432498,7.99948,-0.5649973,RBP3,retinol binding protein 3
35197_at,3.73E-06,7.57E-08,-6.423808,7.97097,-0.5695882,C14orf79,chromosome 14 open reading frame 79
39482_at,3.76E-06,7.71E-08,-6.4183,7.95291,-0.6038892,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
300_f_at,3.76E-06,7.71E-08,6.418269,7.9528,0.3940198,,
1848_at,3.76E-06,7.72E-08,6.418012,7.95196,0.9391941,RAP1A,"RAP1A, member of RAS oncogene family"
1068_g_at,3.77E-06,7.76E-08,-6.416374,7.94659,-0.4791217,FLT3LG,fms related tyrosine kinase 3 ligand
36641_at,3.77E-06,7.82E-08,6.414258,7.93965,0.7593883,CAPZA2,capping actin protein of muscle Z-line alpha subunit 2
32077_s_at,3.77E-06,7.87E-08,-6.412413,7.93359,-0.4739348,KCNQ1,potassium voltage-gated channel subfamily Q member 1
674_g_at,3.77E-06,7.87E-08,6.412348,7.93338,0.5118193,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
38500_at,3.77E-06,7.89E-08,6.41159,7.9309,0.8921316,TMED7-TICAM2///TMED7,TMED7-TICAM2 readthrough///transmembrane p24 trafficking protein 7
36428_at,3.77E-06,7.93E-08,-6.410259,7.92653,-0.684287,,
33007_at,3.77E-06,8.01E-08,-6.407215,7.91654,-0.6612068,CHP2,calcineurin like EF-hand protein 2
32701_at,3.77E-06,8.02E-08,-6.406726,7.91494,-0.5172968,ARVCF,armadillo repeat gene deleted in velocardiofacial syndrome
41573_at,3.77E-06,8.02E-08,6.406663,7.91473,1.0422645,SP3,Sp3 transcription factor
40779_at,3.77E-06,8.03E-08,6.406496,7.91418,0.8453125,KIFAP3,kinesin associated protein 3
34070_s_at,3.77E-06,8.06E-08,-6.405337,7.91038,-0.7133475,PDIA2,protein disulfide isomerase family A member 2
41051_at,3.78E-06,8.10E-08,6.403749,7.90517,0.8334287,TSNAX,translin associated factor X
31424_at,3.79E-06,8.18E-08,-6.400979,7.89609,-0.4758661,OR2F2,olfactory receptor family 2 subfamily F member 2
34109_at,3.79E-06,8.19E-08,-6.400698,7.89516,-0.8670349,PRODH,proline dehydrogenase 1
41003_at,3.82E-06,8.31E-08,6.396542,7.88153,0.8144513,PFDN4,prefoldin subunit 4
33707_at,3.82E-06,8.31E-08,-6.396322,7.88081,-0.5723087,PLA2G4C,phospholipase A2 group IVC
939_at,3.82E-06,8.35E-08,-6.395089,7.87676,-0.5655421,MELTF,melanotransferrin
37373_at,3.85E-06,8.45E-08,6.391495,7.86498,0.7678187,UGP2,UDP-glucose pyrophosphorylase 2
31313_at,3.89E-06,8.57E-08,-6.387505,7.85189,-0.7107658,MGAT5,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"
38016_at,3.90E-06,8.62E-08,6.385479,7.84524,0.4343216,HNRNPD,heterogeneous nuclear ribonucleoprotein D
33265_at,3.92E-06,8.70E-08,6.382806,7.83647,0.5752419,PEX2,peroxisomal biogenesis factor 2
31639_f_at,3.99E-06,8.89E-08,-6.376648,7.81627,-0.7752955,SOX1,SRY-box 1
147_at,4.08E-06,9.20E-08,6.366542,7.78312,0.7050307,TSG101,tumor susceptibility 101
40478_at,4.08E-06,9.25E-08,6.364873,7.77765,0.9170062,TMX4,thioredoxin related transmembrane protein 4
39079_at,4.08E-06,9.29E-08,6.363738,7.77392,0.83181,ERH,enhancer of rudimentary homolog (Drosophila)
34020_at,4.08E-06,9.32E-08,-6.36289,7.77114,-0.7203732,AVP,arginine vasopressin
504_at,4.08E-06,9.32E-08,6.362692,7.77049,0.8298289,UBE2D3,ubiquitin conjugating enzyme E2 D3
38916_at,4.08E-06,9.34E-08,-6.36226,7.76907,-0.5304141,MAMLD1,mastermind like domain containing 1
34165_at,4.08E-06,9.36E-08,-6.36154,7.76671,-0.675729,NKX2-8,NK2 homeobox 8
38385_at,4.08E-06,9.39E-08,6.360592,7.76361,1.0295901,DSTN,"destrin, actin depolymerizing factor"
33008_at,4.08E-06,9.39E-08,-6.360431,7.76308,-0.494044,OR7E24,olfactory receptor family 7 subfamily E member 24
31410_at,4.08E-06,9.44E-08,-6.35901,7.75842,-0.4982838,TNFRSF13B,TNF receptor superfamily member 13B
40861_at,4.08E-06,9.46E-08,6.358533,7.75685,1.1242731,MORF4L2,mortality factor 4 like 2
39915_at,4.08E-06,9.47E-08,-6.358106,7.75545,-0.5098983,TRPM2,transient receptor potential cation channel subfamily M member 2
815_at,4.09E-06,9.52E-08,-6.356612,7.75055,-0.4336359,DOK1,docking protein 1
41743_i_at,4.10E-06,9.60E-08,6.354146,7.74246,1.1899,OPTN,optineurin
623_s_at,4.10E-06,9.61E-08,6.35373,7.7411,0.9816046,RAB2A,"RAB2A, member RAS oncogene family"
1631_at,4.13E-06,9.71E-08,-6.350723,7.73123,-0.6031044,,
35524_at,4.13E-06,9.74E-08,-6.349814,7.72825,-0.7880363,C8G,"complement component 8, gamma polypeptide"
37460_at,4.24E-06,1.00E-07,-6.341136,7.69979,-0.6550463,TIAM1,T-cell lymphoma invasion and metastasis 1
37350_at,4.25E-06,1.01E-07,6.338989,7.69274,1.0421158,PSMD10,"proteasome 26S subunit, non-ATPase 10"
1171_s_at,4.27E-06,1.02E-07,-6.336709,7.68527,-0.5949675,POU2F1,POU class 2 homeobox 1
31367_at,4.31E-06,1.03E-07,-6.332753,7.67229,-0.5976206,TTLL5,tubulin tyrosine ligase like 5
41636_at,4.31E-06,1.03E-07,-6.332243,7.67062,-0.5237239,RAB11FIP3,RAB11 family interacting protein 3
38814_at,4.31E-06,1.04E-07,6.331106,7.66689,1.0354385,ATP6V1G1,ATPase H+ transporting V1 subunit G1
38283_at,4.36E-06,1.06E-07,6.326279,7.65105,0.7921862,EBAG9,"estrogen receptor binding site associated, antigen, 9"
38373_g_at,4.36E-06,1.06E-07,6.326033,7.65025,0.5217868,CXorf40B///CXorf40A,chromosome X open reading frame 40B///chromosome X open reading frame 40A
35191_at,4.37E-06,1.06E-07,-6.324508,7.64525,-0.5019411,RUSC2,RUN and SH3 domain containing 2
36648_at,4.38E-06,1.07E-07,6.32273,7.63941,0.5274522,MED7,mediator complex subunit 7
37877_at,4.40E-06,1.08E-07,-6.320341,7.63158,-0.6541057,NAT9,N-acetyltransferase 9 (putative)
37153_at,4.43E-06,1.09E-07,-6.317549,7.62242,-0.5352962,NPHP4,nephronophthisis 4
40066_at,4.43E-06,1.09E-07,6.31561,7.61606,1.2270795,UBA3,ubiquitin like modifier activating enzyme 3
40221_at,4.43E-06,1.10E-07,-6.315318,7.6151,-0.6760909,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C"
41855_at,4.43E-06,1.10E-07,6.314331,7.61187,1.1284607,HAT1,histone acetyltransferase 1
40784_at,4.45E-06,1.11E-07,6.312388,7.6055,1.0301266,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma
40677_at,4.45E-06,1.11E-07,-6.311532,7.60269,-0.4803262,CCDC106,coiled-coil domain containing 106
37409_at,4.48E-06,1.13E-07,6.306685,7.58679,0.753916,SRPK2,SRSF protein kinase 2
37201_at,4.48E-06,1.13E-07,-6.306456,7.58604,-0.6725673,ITIH4,inter-alpha-trypsin inhibitor heavy chain family member 4
32473_at,4.48E-06,1.13E-07,-6.306432,7.58596,-0.4068075,KCNA6,potassium voltage-gated channel subfamily A member 6
34753_at,4.50E-06,1.14E-07,6.304223,7.57872,0.8258712,VAMP7,vesicle associated membrane protein 7
33065_at,4.52E-06,1.15E-07,-6.302097,7.57174,-0.4999972,JPH3,junctophilin 3
34411_at,4.56E-06,1.16E-07,6.298788,7.56089,0.9273078,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1
40115_at,4.62E-06,1.18E-07,6.293272,7.5428,1.0321049,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
33937_at,4.62E-06,1.19E-07,-6.292218,7.53934,-0.5767321,DPY19L1,dpy-19 like 1
36611_at,4.62E-06,1.19E-07,6.291984,7.53858,0.548519,ACP1,"acid phosphatase 1, soluble"
32854_at,4.62E-06,1.19E-07,6.291058,7.53554,1.0308324,FBXW11,F-box and WD repeat domain containing 11
35512_at,4.62E-06,1.20E-07,-6.289611,7.53079,-0.6387559,ZNRF4,zinc and ring finger 4
33073_at,4.62E-06,1.20E-07,-6.28827,7.5264,-0.5163328,PAK3,p21 (RAC1) activated kinase 3
40316_at,4.62E-06,1.21E-07,-6.286948,7.52206,-0.6688921,GH2,growth hormone 2
37341_at,4.62E-06,1.22E-07,6.284597,7.51435,0.4438253,GLUD1,glutamate dehydrogenase 1
33898_at,4.62E-06,1.22E-07,-6.284104,7.51273,-0.2866502,MCRS1,microspherule protein 1
39174_at,4.62E-06,1.22E-07,6.283648,7.51124,0.9389152,NCOA4,nuclear receptor coactivator 4
36358_at,4.62E-06,1.22E-07,6.283621,7.51115,0.9001534,RPL9,ribosomal protein L9
39856_at,4.62E-06,1.22E-07,6.283603,7.51109,0.9283523,RPL36AL,ribosomal protein L36a like
37477_at,4.62E-06,1.22E-07,-6.28288,7.50872,-0.7921347,RNF216,ring finger protein 216
33587_f_at,4.62E-06,1.23E-07,-6.282585,7.50775,-0.4558836,KCND3,potassium voltage-gated channel subfamily D member 3
34559_at,4.62E-06,1.23E-07,-6.281861,7.50538,-0.5513161,KRTAP26-1,keratin associated protein 26-1
37127_at,4.64E-06,1.24E-07,-6.279122,7.4964,-0.7053035,NLRP1,NLR family pyrin domain containing 1
38665_at,4.64E-06,1.25E-07,-6.277762,7.49193,-0.4939831,CFDP1,craniofacial development protein 1
34086_at,4.64E-06,1.25E-07,-6.277473,7.49099,-0.3771689,S1PR2,sphingosine-1-phosphate receptor 2
35784_at,4.68E-06,1.26E-07,6.273792,7.47892,0.5657491,VAMP3,vesicle associated membrane protein 3
40352_at,4.68E-06,1.27E-07,-6.272019,7.4731,-0.4175929,YPEL1,yippee like 1
40376_at,4.68E-06,1.28E-07,-6.270233,7.46725,-0.4979554,ARSE,arylsulfatase E (chondrodysplasia punctata 1)
33416_at,4.68E-06,1.28E-07,-6.269941,7.46629,-0.4992146,TCF25,transcription factor 25
37520_at,4.68E-06,1.28E-07,6.269715,7.46555,0.7545909,ZNF330,zinc finger protein 330
35852_at,4.68E-06,1.29E-07,-6.268012,7.45996,-0.468118,CRY2,cryptochrome circadian clock 2
34537_at,4.68E-06,1.29E-07,-6.267389,7.45792,-0.6174333,LOC100996843///KCNJ18///KCNJ12,ATP-sensitive inward rectifier potassium channel 12-like///potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12
36631_at,4.68E-06,1.29E-07,6.267288,7.45759,1.0413253,PRDX3,peroxiredoxin 3
35355_at,4.68E-06,1.29E-07,-6.267033,7.45675,-0.4248206,DHX30,DEAH-box helicase 30
34768_at,4.68E-06,1.29E-07,6.266503,7.45502,0.8792387,TMX1,thioredoxin related transmembrane protein 1
40862_i_at,4.68E-06,1.30E-07,-6.264772,7.44934,-0.7104662,CKB,creatine kinase B
40047_at,4.68E-06,1.31E-07,-6.262962,7.4434,-0.5153342,RNF41,ring finger protein 41
41659_at,4.68E-06,1.31E-07,-6.262089,7.44054,-0.4078333,SUPT6H,"SPT6 homolog, histone chaperone"
31672_g_at,4.68E-06,1.31E-07,-6.261978,7.44018,-0.85173,RBMS1,RNA binding motif single stranded interacting protein 1
2046_at,4.68E-06,1.32E-07,-6.261753,7.43944,-0.4371152,ERG,"ERG, ETS transcription factor"
34526_s_at,4.68E-06,1.32E-07,-6.260335,7.43479,-0.8630661,MIR124-1///LINC00599,microRNA 124-1///long intergenic non-protein coding RNA 599
777_at,4.68E-06,1.32E-07,6.260012,7.43373,0.9319175,GDI2,GDP dissociation inhibitor 2
38883_at,4.68E-06,1.33E-07,-6.259239,7.43119,-0.5398507,,
40235_at,4.68E-06,1.33E-07,-6.258961,7.43028,-0.449413,TNK2,tyrosine kinase non receptor 2
41068_at,4.69E-06,1.33E-07,-6.257789,7.42644,-0.7322946,ODF2,outer dense fiber of sperm tails 2
33145_at,4.69E-06,1.34E-07,-6.256845,7.42334,-0.437837,FANCA,Fanconi anemia complementation group A
38116_at,4.69E-06,1.34E-07,6.256158,7.42109,1.1567259,KIAA0101,KIAA0101
34657_at,4.69E-06,1.35E-07,6.254556,7.41584,0.7391615,AKAP11,A-kinase anchoring protein 11
34825_at,4.69E-06,1.35E-07,6.254309,7.41503,1.2776568,TDP2,tyrosyl-DNA phosphodiesterase 2
33064_at,4.69E-06,1.35E-07,-6.253485,7.41233,-0.4265564,CACNG1,calcium voltage-gated channel auxiliary subunit gamma 1
31421_at,4.71E-06,1.36E-07,-6.25148,7.40575,-0.5086905,MYL4,myosin light chain 4
36968_s_at,4.71E-06,1.37E-07,6.250591,7.40284,0.7928476,EXOSC8,exosome component 8
39238_at,4.71E-06,1.37E-07,-6.249645,7.39974,-0.5533589,NAT6,N-acetyltransferase 6
36516_at,4.71E-06,1.37E-07,-6.249085,7.3979,-0.4801297,ZNF473,zinc finger protein 473
41488_at,4.79E-06,1.41E-07,6.241028,7.37148,1.0394559,LYRM1,LYR motif containing 1
36845_at,4.79E-06,1.41E-07,6.240485,7.3697,1.1559778,MORC3,MORC family CW-type zinc finger 3
36340_at,4.79E-06,1.42E-07,-6.239874,7.3677,-0.5576119,ZKSCAN1,zinc finger with KRAB and SCAN domains 1
37708_r_at,4.79E-06,1.42E-07,6.23964,7.36693,0.6748484,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide"
34346_at,4.79E-06,1.42E-07,6.238809,7.36421,0.3985484,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1
38191_at,4.79E-06,1.42E-07,-6.238601,7.36352,-0.4175685,DEPDC5,DEP domain containing 5
37358_at,4.79E-06,1.42E-07,6.238361,7.36274,1.3383277,UBE2E1,ubiquitin conjugating enzyme E2 E1
40868_at,4.79E-06,1.43E-07,6.238245,7.36236,1.1994983,THUMPD1,THUMP domain containing 1
41360_at,4.81E-06,1.45E-07,6.233826,7.34787,0.4907704,CNOT8,CCR4-NOT transcription complex subunit 8
34277_at,4.81E-06,1.45E-07,-6.233552,7.34697,-0.4345809,CA11,carbonic anhydrase 11
38462_at,4.81E-06,1.45E-07,6.23354,7.34693,1.2668873,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5
39086_g_at,4.81E-06,1.45E-07,6.233097,7.34548,1.268294,SSBP1,single stranded DNA binding protein 1
31657_at,4.81E-06,1.46E-07,-6.232167,7.34243,-0.3136579,LOC100287387,uncharacterized LOC100287387
39162_at,4.81E-06,1.46E-07,6.231996,7.34187,0.9274806,GTF2H5,general transcription factor IIH subunit 5
33887_at,4.82E-06,1.46E-07,-6.230767,7.33784,-0.5882804,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate
1721_g_at,4.85E-06,1.47E-07,6.228257,7.32961,0.8831476,MAD2L1,MAD2 mitotic arrest deficient-like 1 (yeast)
35662_at,4.85E-06,1.48E-07,6.227489,7.32709,0.8069311,CASP6,caspase 6
33952_at,4.89E-06,1.49E-07,-6.22438,7.3169,-0.3214895,ZKSCAN3,zinc finger with KRAB and SCAN domains 3
36897_at,4.95E-06,1.52E-07,-6.219623,7.3013,-0.3422846,MLC1,megalencephalic leukoencephalopathy with subcortical cysts 1
39762_at,4.96E-06,1.52E-07,6.218573,7.29786,0.4631375,ZMYM4,zinc finger MYM-type containing 4
450_g_at,4.98E-06,1.54E-07,6.21596,7.28929,0.859521,CGRRF1,cell growth regulator with ring finger domain 1
37451_at,4.98E-06,1.54E-07,-6.215861,7.28897,-0.4284979,SLCO3A1,solute carrier organic anion transporter family member 3A1
1660_at,5.05E-06,1.56E-07,6.21114,7.27349,1.0761733,UBE2N,ubiquitin conjugating enzyme E2 N
36829_at,5.11E-06,1.59E-07,-6.206924,7.25967,-0.5210287,MIR6883///PER1,microRNA 6883///period circadian clock 1
35342_at,5.12E-06,1.59E-07,6.205273,7.25426,1.1767433,HACD2,3-hydroxyacyl-CoA dehydratase 2
31728_at,5.13E-06,1.61E-07,-6.203332,7.2479,-0.4353151,HLA-DOA,"major histocompatibility complex, class II, DO alpha"
32173_at,5.13E-06,1.61E-07,6.203208,7.24749,0.7453415,RIDA,reactive intermediate imine deaminase A homolog
36088_at,5.17E-06,1.63E-07,6.199761,7.23619,0.6997129,PSMG1,proteasome assembly chaperone 1
35076_at,5.17E-06,1.63E-07,-6.199559,7.23553,-0.5461027,,
37984_s_at,5.17E-06,1.63E-07,6.198832,7.23314,1.511644,ARF6,ADP ribosylation factor 6
33696_at,5.18E-06,1.64E-07,-6.197352,7.22829,-0.8225241,CBARP,CACN beta subunit associated regulatory protein
35135_at,5.20E-06,1.65E-07,-6.19568,7.22281,-0.5150999,CCDC130,coiled-coil domain containing 130
39837_s_at,5.21E-06,1.66E-07,-6.194297,7.21828,-0.4632605,ZNF467,zinc finger protein 467
35936_g_at,5.21E-06,1.67E-07,-6.192478,7.21232,-0.9507044,CHKB-CPT1B///CPT1B,CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
31973_at,5.21E-06,1.67E-07,-6.192155,7.21126,-0.5760913,CACNA1G,calcium voltage-gated channel subunit alpha1 G
33946_at,5.21E-06,1.67E-07,-6.191661,7.20964,-0.4515735,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A
33854_at,5.21E-06,1.67E-07,6.191598,7.20943,0.8971625,ATP6V1D,ATPase H+ transporting V1 subunit D
33226_at,5.21E-06,1.68E-07,-6.190763,7.2067,-0.6358636,KDM4B,lysine demethylase 4B
35675_at,5.21E-06,1.68E-07,-6.189742,7.20335,-0.533471,SORBS3,sorbin and SH3 domain containing 3
32495_at,5.21E-06,1.69E-07,-6.188971,7.20082,-0.704035,CLCN1,chloride voltage-gated channel 1
36550_at,5.21E-06,1.69E-07,6.187767,7.19688,1.2147106,RIN2,Ras and Rab interactor 2
33498_at,5.21E-06,1.70E-07,-6.187315,7.19539,-0.369683,REG1CP,"regenerating family member 1 gamma, pseudogene"
33643_at,5.21E-06,1.70E-07,-6.186735,7.19349,-0.45487,MYCL,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
37807_at,5.21E-06,1.70E-07,-6.186249,7.1919,-0.7294411,GCK,glucokinase
39099_at,5.21E-06,1.70E-07,6.186083,7.19136,1.6591292,SEC23A,"Sec23 homolog A, coat complex II component"
38664_at,5.23E-06,1.71E-07,6.184209,7.18521,1.0835144,CFDP1,craniofacial development protein 1
38403_at,5.25E-06,1.73E-07,6.181914,7.17769,1.25166,LAMP2,lysosomal associated membrane protein 2
34879_at,5.25E-06,1.74E-07,6.17994,7.17122,1.7377851,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
41270_at,5.25E-06,1.75E-07,-6.178835,7.1676,-0.5449788,P3H4,prolyl 3-hydroxylase family member 4 (non-enzymatic)
32983_at,5.25E-06,1.75E-07,-6.17823,7.16562,-0.4852481,ADRA1B,adrenoceptor alpha 1B
37419_g_at,5.25E-06,1.75E-07,-6.177725,7.16396,-0.6082951,POU2F2,POU class 2 homeobox 2
155_s_at,5.25E-06,1.75E-07,6.177696,7.16387,1.1891447,SUMO1,small ubiquitin-like modifier 1
39326_at,5.25E-06,1.75E-07,-6.177494,7.1632,-0.3689083,ATP6V0A1,ATPase H+ transporting V0 subunit a1
33623_g_at,5.25E-06,1.75E-07,-6.177277,7.16249,-0.8123595,CACNA1C,calcium voltage-gated channel subunit alpha1 C
33865_at,5.25E-06,1.76E-07,6.175885,7.15793,1.0450518,ZMYND11,zinc finger MYND-type containing 11
35448_at,5.25E-06,1.77E-07,-6.175308,7.15604,-0.5851847,PPIL2,peptidylprolyl isomerase like 2
33447_at,5.25E-06,1.77E-07,6.174553,7.15357,1.0898575,MYL12A,myosin light chain 12A
2078_s_at,5.25E-06,1.77E-07,-6.174358,7.15293,-0.5008985,MYCN,v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
33487_at,5.27E-06,1.78E-07,-6.172428,7.1466,-0.722483,HPD,4-hydroxyphenylpyruvate dioxygenase
34073_s_at,5.31E-06,1.80E-07,-6.169637,7.13745,-0.4978309,GNAT1,G protein subunit alpha transducin 1
38820_at,5.33E-06,1.81E-07,6.16784,7.13157,1.5826338,Sep-15,15 kDa selenoprotein
35923_at,5.41E-06,1.84E-07,-6.162605,7.11441,-0.5283821,CCKBR,cholecystokinin B receptor
38873_at,5.41E-06,1.85E-07,-6.162295,7.11339,-0.4376085,DCAF1,DDB1 and CUL4 associated factor 1
41645_at,5.47E-06,1.87E-07,-6.15826,7.10017,-0.4107426,PLA2G6,phospholipase A2 group VI
569_g_at,5.48E-06,1.88E-07,-6.156889,7.09568,-0.569772,PRKACA,protein kinase cAMP-activated catalytic subunit alpha
41131_f_at,5.50E-06,1.89E-07,6.15546,7.09099,1.0450624,RPL36A-HNRNPH2///HNRNPH2,RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')
41071_at,5.57E-06,1.92E-07,-6.151116,7.07676,-0.5966653,SPINK2,"serine peptidase inhibitor, Kazal type 2"
36278_at,5.59E-06,1.93E-07,-6.149372,7.07105,-0.5652201,MAP3K10,mitogen-activated protein kinase kinase kinase 10
36474_at,5.61E-06,1.94E-07,6.147583,7.06518,1.3135549,UFL1,UFM1 specific ligase 1
324_f_at,5.63E-06,1.95E-07,6.145614,7.05873,1.0344479,BTF3,basic transcription factor 3
1475_s_at,5.64E-06,1.96E-07,-6.144673,7.05565,-0.4643747,MYB,"MYB proto-oncogene, transcription factor"
34796_at,5.66E-06,1.97E-07,6.142749,7.04934,0.6918416,TRAM1,translocation associated membrane protein 1
34658_at,5.74E-06,2.01E-07,-6.138155,7.03429,-0.6926387,PRM2,protamine 2
40747_at,5.74E-06,2.01E-07,-6.137686,7.03276,-0.5322559,AKAP6,A-kinase anchoring protein 6
35900_at,5.75E-06,2.02E-07,-6.135894,7.02688,-0.6196494,ARTN,artemin
35826_at,5.75E-06,2.02E-07,-6.135665,7.02613,-0.6196774,SUPT5H,"SPT5 homolog, DSIF elongation factor subunit"
35940_at,5.75E-06,2.03E-07,-6.134856,7.02348,-0.5170228,POU4F1,POU class 4 homeobox 1
31321_at,5.76E-06,2.04E-07,-6.133357,7.01857,-0.5039739,,
38410_at,5.76E-06,2.04E-07,6.133205,7.01807,0.5421954,CETN2,centrin 2
39274_at,5.82E-06,2.07E-07,-6.129336,7.0054,-0.6768409,NUP62,nucleoporin 62
33450_at,5.84E-06,2.08E-07,-6.127929,7.00079,-0.6030533,ACTL6B,actin like 6B
34071_at,5.90E-06,2.10E-07,-6.124165,6.98845,-0.5911618,,
40831_at,5.98E-06,2.14E-07,6.119676,6.97375,0.8228107,KIF1BP,KIF1 binding protein
33044_f_at,5.98E-06,2.14E-07,-6.119077,6.97179,-0.6630592,EMX1,empty spiracles homeobox 1
570_at,6.00E-06,2.15E-07,-6.117267,6.96586,-0.4828252,RELB,"RELB proto-oncogene, NF-kB subunit"
38992_at,6.05E-06,2.18E-07,6.114309,6.95617,1.2949051,DEK,DEK proto-oncogene
37740_r_at,6.07E-06,2.19E-07,6.112378,6.94984,1.3109321,SLC25A5,solute carrier family 25 member 5
35483_at,6.13E-06,2.21E-07,-6.109101,6.93911,-0.6082575,SNX29,sorting nexin 29
34080_at,6.15E-06,2.23E-07,-6.107386,6.93349,-0.4774782,NAALADL1,N-acetylated alpha-linked acidic dipeptidase-like 1
39655_at,6.22E-06,2.26E-07,-6.103715,6.92146,-0.5512458,REN,renin
31593_at,6.25E-06,2.27E-07,-6.101278,6.91348,-0.5680917,LOC101929240///SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
41704_at,6.30E-06,2.31E-07,-6.097214,6.90017,-0.5866599,TMEM151B,transmembrane protein 151B
34323_at,6.30E-06,2.31E-07,6.097147,6.89995,0.7907648,COPS2,COP9 signalosome subunit 2
